"","title","names","condition","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","X","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","first","overall_cor","uniqueStatement","relError","name1_error","name2_error","dayblock","date","stoIdx2","condStoIdx","primed","timeDragLog","variable","value","responseType","stoIdx2Z","condStoIdxZ","conditionZ","primedZ"
"61","bacteria","Zimob,Pishi,Enmob,Hosen,Uwit,Zishu","analogues","hebb",17,5328468,"0.0-4.0-13.0","0q6p85jkrtr8",NA,"Bacteria Zimob emits enzyme Pishi.","Enmob","dissolves sth. of",26266,5,"emits","Zimob","Pishi","Pishi","1",15,0,0.333333333333333,"bacteria1","order","inter-stat","none","afternoon",NA,9,5,1,10.1760686774527,"name1_cor",FALSE,"name",0.724146950306915,0.878237451039389,-0.999917324624719,0.999917324624719
"62","bacteria","Zimob,Pishi,Enmob,Hosen,Uwit,Zishu","analogues","hebb",17,5328468,"0.0-4.0-13.0","0q6p85jkrtr8",NA,"Enzyme Pishi dissolves the membrane of organ Enmob.","Pishi","emits",13567,3,"dissolves sth. of","Pishi","Zimob","Enmob","2",15,0,0.333333333333333,"bacteria2","order","none","inter-stat","afternoon",NA,9,5,1,9.51546935803168,"name1_cor",TRUE,"name",0.724146950306915,0.878237451039389,-0.999917324624719,0.999917324624719
"63","bacteria","Zimob,Pishi,Enmob,Hosen,Uwit,Zishu","analogues","hebb",17,5328468,"0.0-4.0-13.0","0q6p85jkrtr8",NA,"Organ Enmob fails.","Zimob","is eliminated",31830,2,"fails","Enmob",NA,NA,"3",15,0,0,"bacteria3","grasyn","inter-stat",NA,"afternoon",NA,9,5,1,10.3681959366849,"name1_cor",FALSE,"name",0.724146950306915,0.878237451039389,-0.999917324624719,0.999917324624719
"64","crusader","Thisun,Saly,Kewos,Yuxeh,Gena,Uvman","analogues","hebb",18,5373985,"0.0-4.0-14.0","0q6p85jkrtr8",NA,"Crusader group Thisun buys weapon Saly.","Yuxeh","is infiltrated",14080,3,"buys","Thisun","Kewos","Saly","1",16,0,0,"crusader1","order-grasyn","other","inter-stat","afternoon",NA,10,6,0,9.55258164991731,"name1_cor",FALSE,"name",1.01380573042968,1.46372908506565,-0.999917324624719,-0.999917324624719
"65","crusader","Thisun,Saly,Kewos,Yuxeh,Gena,Uvman","analogues","hebb",18,5373985,"0.0-4.0-14.0","0q6p85jkrtr8",NA,"Weapon Saly breaches the fortification of town Kewos.","Thisun","catches",15731,4,"breaches sth. of","Saly","Kewos","Kewos","2",16,0,0.333333333333333,"crusader2","order-grasyn","inter-stat","none","afternoon",NA,10,6,0,9.6634521335517,"name1_cor",FALSE,"name",1.01380573042968,1.46372908506565,-0.999917324624719,-0.999917324624719
"66","crusader","Thisun,Saly,Kewos,Yuxeh,Gena,Uvman","analogues","hebb",18,5373985,"0.0-4.0-14.0","0q6p85jkrtr8",NA,"Town Kewos is invaded.","Kewos","is infiltrated",5184,2,"is invaded","Kewos",NA,NA,"3",16,0,0.5,"crusader3","grasyn","none",NA,"afternoon",NA,10,6,0,8.55352512066363,"name1_cor",TRUE,"name",1.01380573042968,1.46372908506565,-0.999917324624719,-0.999917324624719
"67","neighbor","Huluw,Meuf,Ahow,Afik,Olef,Wehif","fillers","hebb",19,5415970,"0.0-4.0-15.0","0q6p85jkrtr8",NA,"Man Huluw takes care of cat Meuf.","Huluw","looks after",17467,3,"takes care of","Huluw","Meuf","Meuf","1",17,0,0.666666666666667,"neighbor1","syno","none","none","afternoon",NA,11,5,1,9.76812591460545,"name1_cor",TRUE,"name",1.30346451055245,0.878237451039389,0.999917324624719,0.999917324624719
"68","neighbor","Huluw,Meuf,Ahow,Afik,Olef,Wehif","fillers","hebb",19,5415970,"0.0-4.0-15.0","0q6p85jkrtr8",NA,"Cat Meuf walks over the flowers of neighbor Ahow","Meuf","walks over sth. of",9239,3,"walks over sth. of","Meuf","Olef","Ahow","2",17,0,0.666666666666667,"neighbor2","none","none","other","afternoon",NA,11,5,1,9.13129716463573,"name1_cor",TRUE,"name",1.30346451055245,0.878237451039389,0.999917324624719,0.999917324624719
"69","neighbor","Huluw,Meuf,Ahow,Afik,Olef,Wehif","fillers","hebb",19,5415970,"0.0-4.0-15.0","0q6p85jkrtr8",NA,"Neighbor Ahow gets angry.","Olef","gets angry",4732,2,"gets angry","Ahow",NA,NA,"3",17,0,0.5,"neighbor3","none","other",NA,"afternoon",NA,11,5,1,8.46231452990625,"name1_cor",FALSE,"name",1.30346451055245,0.878237451039389,0.999917324624719,0.999917324624719
"70","mining","Ohuy,Lenik,Napib,Kesal,Zugew,Upum","fillers","hebb",20,5473400,"0.0-4.0-16.0","0q6p85jkrtr8",NA,"Mining company Ohuy has a lot of resource Lenik.","Kesal","is sparse in",22015,4,"has a lot of","Ohuy","Lenik","Lenik","1",18,0,0.333333333333333,"mining1","order","other","none","afternoon",NA,12,6,0,9.99952474073307,"name1_cor",FALSE,"name",1.59312329067521,1.46372908506565,0.999917324624719,-0.999917324624719
"71","mining","Ohuy,Lenik,Napib,Kesal,Zugew,Upum","fillers","hebb",20,5473400,"0.0-4.0-16.0","0q6p85jkrtr8",NA,"Resource Lenik is sparse in country Napib.","Lenik","starts negotiating",10833,3,"is sparse in","Lenik","Kesal","Napib","2",18,0,0.333333333333333,"mining2","order","none","other","afternoon",NA,12,6,0,9.29044461621784,"name1_cor",TRUE,"name",1.59312329067521,1.46372908506565,0.999917324624719,-0.999917324624719
"72","mining","Ohuy,Lenik,Napib,Kesal,Zugew,Upum","fillers","hebb",20,5473400,"0.0-4.0-16.0","0q6p85jkrtr8",NA,"Country Napib starts negotiating.","Kesal","starts negotiating",14037,2,"starts negotiating","Napib",NA,NA,"3",18,0,0.5,"mining3","none","other",NA,"afternoon",NA,12,6,0,9.54952321729037,"name1_cor",FALSE,"name",1.59312329067521,1.46372908506565,0.999917324624719,-0.999917324624719
"73","hacker","Uhuy,Dohod,Titho,Misug,Rothuk,Owih","analogues","hebb",7,311059,"0.0-4.0-3.0","0rn21efqotza",NA,"Hacker Uhuy writes computer code Dohod.","Uhuy","writes",22326,3,"writes","Uhuy","Dohod","Dohod","1",5,0,1,"hacker1","none","none","none","afternoon",NA,1,1,1,10.0135519873984,"name1_cor",TRUE,"name",-1.59312329067521,-1.46372908506565,-0.999917324624719,0.999917324624719
"74","hacker","Uhuy,Dohod,Titho,Misug,Rothuk,Owih","analogues","hebb",7,311059,"0.0-4.0-3.0","0rn21efqotza",NA,"Code Dohod cracks the firewall of company Titho.","Dohod","cracks sth. of",16191,3,"cracks sth. of","Dohod","Titho","Titho","2",5,0,1,"hacker2","none","none","none","afternoon",NA,1,1,1,9.69227257208719,"name1_cor",TRUE,"name",-1.59312329067521,-1.46372908506565,-0.999917324624719,0.999917324624719
"75","hacker","Uhuy,Dohod,Titho,Misug,Rothuk,Owih","analogues","hebb",7,311059,"0.0-4.0-3.0","0rn21efqotza",NA,"Company Titho suffers a data loss.","Titho","suffers sth.",19740,2,"suffers sth.","Titho",NA,NA,"3",5,0,1,"hacker3","none","none",NA,"afternoon",NA,1,1,1,9.89045297026567,"name1_cor",TRUE,"name",-1.59312329067521,-1.46372908506565,-0.999917324624719,0.999917324624719
"76","bacteria","Epnux,Eyem,Huluw,Ribi,Assit,Diaf","analogues","hebb",8,377471,"0.0-4.0-4.0","0rn21efqotza",NA,"Bacteria Epnux emits enzyme Eyem.","Epnux","emits",21558,3,"emits","Epnux","Eyem","Eyem","1",6,0,1,"bacteria1","none","none","none","afternoon",NA,2,2,0,9.97854864175801,"name1_cor",TRUE,"name",-1.30346451055245,-0.878237451039389,-0.999917324624719,-0.999917324624719
"77","bacteria","Epnux,Eyem,Huluw,Ribi,Assit,Diaf","analogues","hebb",8,377471,"0.0-4.0-4.0","0rn21efqotza",NA,"Enzyme Eyem dissolves the membrane of organ Huluw.","Eyem","dissolves sth. of",18270,3,"dissolves sth. of","Eyem","Huluw","Huluw","2",6,0,1,"bacteria2","none","none","none","afternoon",NA,2,2,0,9.81307038241166,"name1_cor",TRUE,"name",-1.30346451055245,-0.878237451039389,-0.999917324624719,-0.999917324624719
"78","bacteria","Epnux,Eyem,Huluw,Ribi,Assit,Diaf","analogues","hebb",8,377471,"0.0-4.0-4.0","0rn21efqotza",NA,"Organ Huluw fails.","Huluw","fails",16079,2,"fails","Huluw",NA,NA,"3",6,0,1,"bacteria3","none","none",NA,"afternoon",NA,2,2,0,9.68533154273296,"name1_cor",TRUE,"name",-1.30346451055245,-0.878237451039389,-0.999917324624719,-0.999917324624719
"79","pump","Eshbu,Vuloz,Rove,Hoyl,Lothe,Ihab","fillers","hebb",9,446656,"0.0-4.0-5.0","0rn21efqotza",NA,"Plumber Eshbu installs pump Vuloz.","Eshbu","installs",22068,3,"installs","Eshbu","Vuloz","Vuloz","1",7,0,1,"pump1","none","none","none","afternoon",NA,3,1,1,10.0019291878482,"name1_cor",TRUE,"name",-1.01380573042968,-1.46372908506565,0.999917324624719,0.999917324624719
"80","pump","Eshbu,Vuloz,Rove,Hoyl,Lothe,Ihab","fillers","hebb",9,446656,"0.0-4.0-5.0","0rn21efqotza",NA,"Pump Vuloz sucks water from ground Rove.","Vuloz","sucks sth. from",22160,3,"sucks sth. from","Vuloz","Rove","Rove","2",7,0,1,"pump2","none","none","none","afternoon",NA,3,1,1,10.0060892661968,"name1_cor",TRUE,"name",-1.01380573042968,-1.46372908506565,0.999917324624719,0.999917324624719
"81","pump","Eshbu,Vuloz,Rove,Hoyl,Lothe,Ihab","fillers","hebb",9,446656,"0.0-4.0-5.0","0rn21efqotza",NA,"Ground Rove dries up.","Rove","dries up",14447,2,"dries up","Rove",NA,NA,"3",7,0,1,"pump3","none","none",NA,"afternoon",NA,3,1,1,9.57831127565677,"name1_cor",TRUE,"name",-1.01380573042968,-1.46372908506565,0.999917324624719,0.999917324624719
"82","storm","Thuha,Niem,Upel,Olef,Ofes,Eefar","fillers","hebb",10,513252,"0.0-4.0-6.0","0rn21efqotza",NA,"Storm Thuha hits tree Niem.","Thuha","hits",17740,3,"hits","Thuha","Niem","Niem","1",8,0,1,"storm1","none","none","none","afternoon",NA,4,2,0,9.78363362406065,"name1_cor",TRUE,"name",-0.724146950306915,-0.878237451039389,0.999917324624719,-0.999917324624719
"83","storm","Thuha,Niem,Upel,Olef,Ofes,Eefar","fillers","hebb",10,513252,"0.0-4.0-6.0","0rn21efqotza",NA,"Tree Niem falls on trail of route Upel.","Niem","falls on",25580,3,"falls on","Niem","Upel","Upel","2",8,0,1,"storm2","none","none","none","afternoon",NA,4,2,0,10.1496051674102,"name1_cor",TRUE,"name",-0.724146950306915,-0.878237451039389,0.999917324624719,-0.999917324624719
"84","storm","Thuha,Niem,Upel,Olef,Ofes,Eefar","fillers","hebb",10,513252,"0.0-4.0-6.0","0rn21efqotza",NA,"Route Upel is blocked.","Upel","is blocked",12730,2,"is blocked","Upel",NA,NA,"3",8,0,1,"storm3","none","none",NA,"afternoon",NA,4,2,0,9.45179524306165,"name1_cor",TRUE,"name",-0.724146950306915,-0.878237451039389,0.999917324624719,-0.999917324624719
"85","robber","Zugew,Goxos,Ebib,Ahow,Zimob,Ottha","analogues","hebb",11,580872,"0.0-4.0-7.0","0rn21efqotza",NA,"Criminal Zugew learns about security issue Goxos.","Zimob","learns about",20041,3,"learns about","Zugew","Goxos","Goxos","1",9,0,0.666666666666667,"robber1","none","other","none","afternoon",NA,5,3,1,9.90558535061827,"name1_cor",FALSE,"name",-0.434488170184149,-0.29274581701313,-0.999917324624719,0.999917324624719
"86","robber","Zugew,Goxos,Ebib,Ahow,Zimob,Ottha","analogues","hebb",11,580872,"0.0-4.0-7.0","0rn21efqotza",NA,"Security issue Goxos suspends alarm system of museum Ebib.","Goxos","suspends sth. of",21900,3,"suspends sth. of","Goxos","Ebib","Ebib","2",9,0,1,"robber2","none","none","none","afternoon",NA,5,3,1,9.99428757686257,"name1_cor",TRUE,"name",-0.434488170184149,-0.29274581701313,-0.999917324624719,0.999917324624719
"87","robber","Zugew,Goxos,Ebib,Ahow,Zimob,Ottha","analogues","hebb",11,580872,"0.0-4.0-7.0","0rn21efqotza",NA,"Museum Ebib gets robbed.","Ebib","gets robbed",15140,2,"gets robbed","Ebib",NA,NA,"3",9,0,1,"robber3","none","none",NA,"afternoon",NA,5,3,1,9.62516157500837,"name1_cor",TRUE,"name",-0.434488170184149,-0.29274581701313,-0.999917324624719,0.999917324624719
"88","crusader","Henu,Mawi,Lenik,Afi,Hoap,Kawud","analogues","hebb",12,635679,"0.0-4.0-8.0","0rn21efqotza",NA,"Crusader group Henu buys weapon Mawi.","Henu","buys",17030,3,"buys","Henu","Mawi","Mawi","1",10,0,1,"crusader1","none","none","none","afternoon",NA,6,4,0,9.74279049183884,"name1_cor",TRUE,"name",-0.144829390061383,0.29274581701313,-0.999917324624719,-0.999917324624719
"89","crusader","Henu,Mawi,Lenik,Afi,Hoap,Kawud","analogues","hebb",12,635679,"0.0-4.0-8.0","0rn21efqotza",NA,"Weapon Mawi breaches the fortification of town Lenik.","Mawi","breaches sth. of",13033,3,"breaches sth. of","Mawi","Lenik","Lenik","2",10,0,1,"crusader2","none","none","none","afternoon",NA,6,4,0,9.47531660689233,"name1_cor",TRUE,"name",-0.144829390061383,0.29274581701313,-0.999917324624719,-0.999917324624719
"90","crusader","Henu,Mawi,Lenik,Afi,Hoap,Kawud","analogues","hebb",12,635679,"0.0-4.0-8.0","0rn21efqotza",NA,"Town Lenik is invaded.","Lenik","is invaded",14229,2,"is invaded","Lenik",NA,NA,"3",10,0,1,"crusader3","none","none",NA,"afternoon",NA,6,4,0,9.5631076910839,"name1_cor",TRUE,"name",-0.144829390061383,0.29274581701313,-0.999917324624719,-0.999917324624719
"91","neighbor","Newi,Thygef,Pobat,Awiz,Thyra,Orok","fillers","hebb",13,696996,"0.0-4.0-9.0","0rn21efqotza",NA,"Man Newi takes care of cat Thygef.","Newi","takes care of",27641,5,"takes care of","Newi","Thygef","Thygef","1",11,0,1,"neighbor1","none","none","none","afternoon",NA,7,3,1,10.227091634164,"name1_cor",TRUE,"name",0.144829390061383,-0.29274581701313,0.999917324624719,0.999917324624719
"92","neighbor","Newi,Thygef,Pobat,Awiz,Thyra,Orok","fillers","hebb",13,696996,"0.0-4.0-9.0","0rn21efqotza",NA,"Cat Thygef walks over the flowers of neighbor Pobat","Thygef","walks over sth. of",9207,3,"walks over sth. of","Thygef","Pobat","Pobat","2",11,0,1,"neighbor2","none","none","none","afternoon",NA,7,3,1,9.12782795040172,"name1_cor",TRUE,"name",0.144829390061383,-0.29274581701313,0.999917324624719,0.999917324624719
"93","neighbor","Newi,Thygef,Pobat,Awiz,Thyra,Orok","fillers","hebb",13,696996,"0.0-4.0-9.0","0rn21efqotza",NA,"Neighbor Pobat gets angry.","Pobat","gets angry",13948,2,"gets angry","Pobat",NA,NA,"3",11,0,1,"neighbor3","none","none",NA,"afternoon",NA,7,3,1,9.54316310009223,"name1_cor",TRUE,"name",0.144829390061383,-0.29274581701313,0.999917324624719,0.999917324624719
"94","mining","Gelyp,Enmob,Zishu,Zidep,Lyde,Gena","fillers","hebb",14,816637,"0.0-4.0-10.0","0rn21efqotza",NA,"Mining company Gelyp has a lot of resource Enmob.","Gelyp","has a lot of",27949,3,"has a lot of","Gelyp","Enmob","Enmob","1",12,0,1,"mining1","none","none","none","afternoon",NA,8,4,0,10.2381724785832,"name1_cor",TRUE,"name",0.434488170184149,0.29274581701313,0.999917324624719,-0.999917324624719
"95","mining","Gelyp,Enmob,Zishu,Zidep,Lyde,Gena","fillers","hebb",14,816637,"0.0-4.0-10.0","0rn21efqotza",NA,"Resource Enmob is sparse in country Zishu.","Enmob","is sparse in",14350,3,"is sparse in","Enmob","Zishu","Zishu","2",12,0,1,"mining2","none","none","none","afternoon",NA,8,4,0,9.57157490517093,"name1_cor",TRUE,"name",0.434488170184149,0.29274581701313,0.999917324624719,-0.999917324624719
"96","mining","Gelyp,Enmob,Zishu,Zidep,Lyde,Gena","fillers","hebb",14,816637,"0.0-4.0-10.0","0rn21efqotza",NA,"Country Zishu starts negotiating.","Zishu","starts negotiating",66799,2,"starts negotiating","Zishu",NA,NA,"3",12,0,1,"mining3","none","none",NA,"afternoon",NA,8,4,0,11.1094583595247,"name1_cor",TRUE,"name",0.434488170184149,0.29274581701313,0.999917324624719,-0.999917324624719
"97","lawyer","Vipal,Ohan,Ofpoz,Pide,Pishi,Evib","analogues","hebb",17,976190,"0.0-4.0-13.0","0rn21efqotza",NA,"Lawyer Vipal finds loophole Ohan.","Vipal","finds",20793,3,"finds","Vipal","Ohan","Ohan","1",15,0,1,"lawyer1","none","none","none","afternoon",NA,9,5,1,9.94241976253791,"name1_cor",TRUE,"name",0.724146950306915,0.878237451039389,-0.999917324624719,0.999917324624719
"98","lawyer","Vipal,Ohan,Ofpoz,Pide,Pishi,Evib","analogues","hebb",17,976190,"0.0-4.0-13.0","0rn21efqotza",NA,"Loophole Ohan bypasses contract of union Ofpoz.","Ohan","bypasses sth. of",12909,3,"bypasses sth. of","Ohan","Ofpoz","Ofpoz","2",15,0,1,"lawyer2","none","none","none","afternoon",NA,9,5,1,9.46575748384069,"name1_cor",TRUE,"name",0.724146950306915,0.878237451039389,-0.999917324624719,0.999917324624719
"99","lawyer","Vipal,Ohan,Ofpoz,Pide,Pishi,Evib","analogues","hebb",17,976190,"0.0-4.0-13.0","0rn21efqotza",NA,"Union Ofpoz loses a lawsuit.","Ofpoz","loses sth.",17971,2,"loses sth.","Ofpoz",NA,NA,"3",15,0,1,"lawyer3","none","none",NA,"afternoon",NA,9,5,1,9.79657027019005,"name1_cor",TRUE,"name",0.724146950306915,0.878237451039389,-0.999917324624719,0.999917324624719
"100","fox","Igoth,Upum,Ifeh,Wecin,Adjo,Uwit","analogues","hebb",18,1159165,"0.0-4.0-14.0","0rn21efqotza",NA,"Fox Igoth digs tunnel Upum.","Igoth","digs",29890,3,"digs","Igoth","Upum","Upum","1",16,0,1,"fox1","none","none","none","afternoon",NA,10,6,0,10.3053127107237,"name1_cor",TRUE,"name",1.01380573042968,1.46372908506565,-0.999917324624719,-0.999917324624719
"101","fox","Igoth,Upum,Ifeh,Wecin,Adjo,Uwit","analogues","hebb",18,1159165,"0.0-4.0-14.0","0rn21efqotza",NA,"Tunnel Upum leads to coop of chicken Ifeh.","Upum","leads to sth. of",31079,5,"leads to sth. of","Upum","Ifeh","Ifeh","2",16,0,1,"fox2","none","none","none","afternoon",NA,10,6,0,10.3443198044816,"name1_cor",TRUE,"name",1.01380573042968,1.46372908506565,-0.999917324624719,-0.999917324624719
"102","fox","Igoth,Upum,Ifeh,Wecin,Adjo,Uwit","analogues","hebb",18,1159165,"0.0-4.0-14.0","0rn21efqotza",NA,"Chicken Ifeh is devoured.","Ifeh","is devoured",111487,2,"is devoured","Ifeh",NA,NA,"3",16,0,1,"fox3","none","none",NA,"afternoon",NA,10,6,0,11.6216722407721,"name1_cor",TRUE,"name",1.01380573042968,1.46372908506565,-0.999917324624719,-0.999917324624719
"103","employee","Roze,Avyth,Vivaf,Ezol,Fozeh,Uyim","fillers","hebb",19,1253480,"0.0-4.0-15.0","0rn21efqotza",NA,"Employee Roze is assigned to project Avyth.","Roze","is assigned to",28752,3,"is assigned to","Roze","Avyth","Avyth","1",17,0,1,"employee1","none","none","none","afternoon",NA,11,5,1,10.2664973886077,"name1_cor",TRUE,"name",1.30346451055245,0.878237451039389,0.999917324624719,0.999917324624719
"104","employee","Roze,Avyth,Vivaf,Ezol,Fozeh,Uyim","fillers","hebb",19,1253480,"0.0-4.0-15.0","0rn21efqotza",NA,"Project Avyth supports agenda of manager Vivaf.","Avyth","supports sth. of",39849,4,"supports sth. of","Avyth","Vivaf","Vivaf","2",17,0,1,"employee2","none","none","none","afternoon",NA,11,5,1,10.5928776842184,"name1_cor",TRUE,"name",1.30346451055245,0.878237451039389,0.999917324624719,0.999917324624719
"105","employee","Roze,Avyth,Vivaf,Ezol,Fozeh,Uyim","fillers","hebb",19,1253480,"0.0-4.0-15.0","0rn21efqotza",NA,"Manager Vivaf gets a promotion.","Vivaf","gets a promotion",15181,2,"gets a promotion","Vivaf",NA,NA,"3",17,0,1,"employee3","none","none",NA,"afternoon",NA,11,5,1,9.62786579457671,"name1_cor",TRUE,"name",1.30346451055245,0.878237451039389,0.999917324624719,0.999917324624719
"106","farm","Wutoc,Uvman,Aid,Gabit,Soav,Napib","fillers","hebb",20,1340319,"0.0-4.0-16.0","0rn21efqotza",NA,"Farmer Wutoc purchases machine Uvman.","Wutoc","purchases",25528,3,"purchases","Wutoc","Uvman","Uvman","1",18,0,1,"farm1","none","none","none","afternoon",NA,12,6,0,10.147570339864,"name1_cor",TRUE,"name",1.59312329067521,1.46372908506565,0.999917324624719,-0.999917324624719
"107","farm","Wutoc,Uvman,Aid,Gabit,Soav,Napib","fillers","hebb",20,1340319,"0.0-4.0-16.0","0rn21efqotza",NA,"Machine Uvman can collect fruit of plant Aid.","Uvman","can collect",39235,3,"can collect","Uvman","Aid","Aid","2",18,0,1,"farm2","none","none","none","afternoon",NA,12,6,0,10.5773499716842,"name1_cor",TRUE,"name",1.59312329067521,1.46372908506565,0.999917324624719,-0.999917324624719
"108","farm","Wutoc,Uvman,Aid,Gabit,Soav,Napib","fillers","hebb",20,1340319,"0.0-4.0-16.0","0rn21efqotza",NA,"Plant Aid are harvested automatically.","Aid","are harvested automatically",11540,2,"are harvested automatically","Aid",NA,NA,"3",18,0,1,"farm3","none","none",NA,"afternoon",NA,12,6,0,9.35366119142041,"name1_cor",TRUE,"name",1.59312329067521,1.46372908506565,0.999917324624719,-0.999917324624719
"109","storm","Potho,Zimob,Vuloz,Uwit,Ohan,Turow","fillers","hebb",7,317342,"0.0-4.0-3.0","1geu3e4p83xs",NA,"Storm Potho hits tree Zimob.","Potho","hits",19220,3,"hits","Potho","Vuloz","Zimob","1",5,0,0.666666666666667,"storm1","none","none","inter-stat","afternoon",NA,1,1,1,9.86375871030713,"name1_cor",TRUE,"name",-1.59312329067521,-1.46372908506565,0.999917324624719,0.999917324624719
"110","storm","Potho,Zimob,Vuloz,Uwit,Ohan,Turow","fillers","hebb",7,317342,"0.0-4.0-3.0","1geu3e4p83xs",NA,"Tree Zimob falls on trail of route Vuloz.","Potho","falls on",16939,3,"falls on","Zimob","Zimob","Vuloz","2",5,0,0.333333333333333,"storm2","none","inter-stat","intra-stat","afternoon",NA,1,1,1,9.73743296820605,"name1_cor",FALSE,"name",-1.59312329067521,-1.46372908506565,0.999917324624719,0.999917324624719
"111","storm","Potho,Zimob,Vuloz,Uwit,Ohan,Turow","fillers","hebb",7,317342,"0.0-4.0-3.0","1geu3e4p83xs",NA,"Route Vuloz is blocked.","Zimob","is blocked",8953,2,"is blocked","Vuloz",NA,NA,"3",5,0,0.5,"storm3","none","inter-stat",NA,"afternoon",NA,1,1,1,9.09985563880091,"name1_cor",FALSE,"name",-1.59312329067521,-1.46372908506565,0.999917324624719,0.999917324624719
"112","farm","Uvman,Matmag,Vilux,Ewey,Yuxeh,Ezol","fillers","hebb",8,378882,"0.0-4.0-4.0","1geu3e4p83xs",NA,"Farmer Uvman purchases machine Matmag.","Ewey","can collect",20969,3,"purchases","Uvman","Matmag","Matmag","1",6,0,0.333333333333333,"farm1","order","other","none","afternoon",NA,2,2,0,9.95084812389597,"name1_cor",FALSE,"name",-1.30346451055245,-0.878237451039389,0.999917324624719,-0.999917324624719
"113","farm","Uvman,Matmag,Vilux,Ewey,Yuxeh,Ezol","fillers","hebb",8,378882,"0.0-4.0-4.0","1geu3e4p83xs",NA,"Machine Matmag can collect fruit of plant Vilux.","Matmag","are picked manually",11735,3,"can collect","Matmag","Ezol","Vilux","2",6,0,0.333333333333333,"farm2","order-grasyn","none","other","afternoon",NA,2,2,0,9.37041631982282,"name1_cor",TRUE,"name",-1.30346451055245,-0.878237451039389,0.999917324624719,-0.999917324624719
